age,gender,height_cm,weight_kg,activity_level,purpose,bmi,bmi_category,body_fat_pct,lean_body_mass_kg,ideal_weight_kg,weight_diff_from_ideal,target_bmi,target_weight_kg,weight_change_needed,estimated_weeks_to_goal,bmr,tdee,calorie_adjustment,calories_needed,protein_g,carbs_g,fat_g,water_ml,fiber_g,sleep_hours
69,Female,161.6,53.4,moderately_active,weight_loss,20.45,Normal,35.0,34.7,53.8,-0.4,19.4,50.7,-2.7,4,1071,1660,-300,1388,112,158,34,2370.0,19,7.0
17,Female,167.1,67.7,sedentary,muscle_gain,24.25,Normal,27.6,49.0,58.8,8.9,25.8,72.0,4.3,17,1457,1748,250,1962,134,235,54,2370.0,27,9.0
21,Male,167.2,53.7,moderately_active,weight_loss,19.21,Normal,11.7,47.4,63.4,-9.7,18.5,51.7,-2.0,3,1447,2243,-300,1921,102,272,47,2380.0,27,8.0
27,Female,153.1,38.5,moderately_active,maintain,16.43,Moderate Thinness,20.5,30.6,46.1,-7.6,16.4,38.4,-0.1,0,1040,1612,0,1627,50,245,51,1850.0,23,7.5
32,Male,178.0,85.4,lightly_active,muscle_gain,26.95,Overweight,23.5,65.3,73.2,12.2,27.8,88.1,2.7,11,1799,2474,250,2709,166,342,75,3240.0,38,7.5
43,Female,160.1,43.3,sedentary,weight_gain,16.89,Moderate Thinness,24.8,32.6,52.5,-9.2,20.4,52.3,9.0,26,1064,1277,700,1956,76,276,61,1520.0,27,7.5
27,Male,179.6,80.7,lightly_active,maintain,25.02,Overweight,20.0,64.6,74.6,6.1,25.0,80.6,-0.1,0,1786,2456,0,2458,109,334,76,3070.0,34,7.5
20,Female,167.5,57.1,very_active,weight_gain,20.35,Normal,23.6,43.6,59.2,-2.1,22.4,62.8,5.7,16,1339,2310,450,2750,91,403,86,2750.0,38,8.0
42,Female,149.9,57.0,lightly_active,maintain,25.37,Overweight,34.7,37.2,45.5,11.5,25.4,57.1,0.1,0,1151,1583,0,1546,61,218,48,2240.0,22,7.5
68,Male,165.9,72.3,extra_active,muscle_gain,26.27,Overweight,31.0,49.9,62.2,10.1,27.1,74.6,2.3,9,1434,2725,250,2918,154,393,81,3530.0,41,7.0
21,Male,173.2,46.8,moderately_active,maintain,15.6,Severe Thinness,7.3,43.4,68.8,-22.0,15.6,46.8,0.0,0,1393,2159,0,2194,50,346,68,2140.0,31,8.0
59,Female,153.8,52.8,moderately_active,weight_loss,22.32,Normal,35.0,34.3,46.8,6.0,21.3,50.4,-2.4,3,1064,1649,-400,1264,107,139,31,2350.0,18,7.5
50,Male,170.9,67.8,moderately_active,maintain,23.21,Normal,23.2,52.1,66.8,1.0,23.2,67.8,0.0,0,1499,2323,0,2361,76,350,73,2870.0,33,7.5
41,Male,165.7,68.7,sedentary,weight_loss,25.02,Overweight,23.3,52.7,62.0,6.7,23.0,63.1,-5.6,8,1517,1820,-500,1279,145,105,31,2400.0,18,7.5
66,Male,168.7,74.6,lightly_active,weight_loss,26.21,Overweight,30.4,51.9,64.8,9.8,23.7,67.4,-7.2,10,1482,2038,-500,1590,172,138,39,2860.0,22,7.0
67,Male,165.2,66.5,moderately_active,weight_loss,24.37,Normal,28.5,47.5,61.6,4.9,23.4,63.9,-2.6,4,1379,2137,-400,1734,123,216,42,2830.0,24,7.0
46,Female,163.1,49.9,very_active,maintain,18.76,Normal,27.7,36.1,55.2,-5.3,18.8,50.0,0.1,0,1136,1960,0,1914,54,290,60,2500.0,27,7.5
27,Male,179.9,78.0,moderately_active,maintain,24.1,Normal,18.9,63.3,74.9,3.1,24.1,78.0,0.0,0,1760,2728,0,2746,87,408,85,3230.0,38,7.5
33,Male,176.7,80.4,lightly_active,weight_loss,25.75,Overweight,22.3,62.5,72.0,8.4,23.2,72.4,-8.0,11,1737,2388,-500,1870,193,171,46,3060.0,26,7.5
18,Female,176.6,70.0,sedentary,maintain,22.44,Normal,25.7,52.0,67.4,2.6,22.4,69.9,-0.1,0,1529,1835,0,1872,79,258,58,2450.0,26,8.0
49,Female,166.6,61.1,moderately_active,maintain,22.01,Normal,32.3,41.4,58.4,2.7,22.0,61.1,0.0,0,1253,1942,0,1913,84,259,60,2640.0,27,7.5
39,Male,179.9,71.6,sedentary,muscle_gain,22.12,Normal,19.3,57.8,74.9,-3.3,24.6,79.6,8.0,32,1638,1966,350,2341,133,306,65,2510.0,33,7.5
30,Female,160.5,47.8,lightly_active,weight_loss,18.56,Normal,23.8,36.4,52.8,-5.0,18.5,47.7,-0.1,0,1165,1602,-300,1262,92,154,31,1920.0,18,7.5
17,Male,172.0,69.0,sedentary,maintain,23.32,Normal,15.7,58.2,67.7,1.3,23.3,68.9,-0.1,0,1662,1994,0,1987,74,283,62,2420.0,28,9.0
23,Male,182.3,76.7,very_active,maintain,23.08,Normal,16.8,63.8,77.1,-0.4,23.1,76.8,0.1,0,1777,3065,0,3084,83,472,96,3430.0,43,8.0
21,Female,159.5,62.2,moderately_active,weight_loss,24.45,Normal,28.8,44.3,51.9,10.3,23.4,59.5,-2.7,4,1342,2080,-400,1713,127,207,42,2680.0,24,8.0
27,Female,161.2,50.5,sedentary,maintain,19.43,Normal,24.1,38.3,53.5,-3.0,19.4,50.4,-0.1,0,1209,1451,0,1393,56,196,43,1770.0,20,7.5
47,Male,172.9,72.4,lightly_active,weight_loss,24.22,Normal,23.7,55.2,68.6,3.8,23.2,69.4,-3.0,4,1570,2159,-300,1868,157,206,46,2780.0,26,7.5
66,Male,175.1,63.2,moderately_active,weight_gain,20.61,Normal,23.7,48.2,70.6,-7.4,22.6,69.3,6.1,17,1405,2178,450,2652,95,381,83,2710.0,37,7.0
24,Male,179.8,69.3,sedentary,muscle_gain,21.44,Normal,15.0,58.9,74.8,-5.5,23.9,77.3,8.0,32,1678,2014,350,2349,142,299,65,2430.0,33,8.0
46,Male,180.9,71.8,lightly_active,weight_loss,21.94,Normal,20.7,56.9,75.8,-4.0,20.9,68.4,-3.4,5,1614,2219,-300,1906,133,238,47,2760.0,27,7.5
35,Male,172.0,78.9,moderately_active,weight_loss,26.67,Overweight,23.9,60.0,67.7,11.2,24.2,71.6,-7.3,10,1683,2609,-500,2049,149,251,50,3260.0,29,7.5
36,Male,175.2,88.1,sedentary,muscle_gain,28.7,Overweight,26.5,64.8,70.6,17.5,29.5,90.6,2.5,10,1788,2146,150,2301,177,254,64,3080.0,32,7.5
34,Female,163.0,47.8,very_active,maintain,17.99,Underweight,24.0,36.3,55.1,-7.3,18.0,47.8,0.0,0,1161,2003,0,1998,57,303,62,2420.0,28,7.5
20,Female,169.8,70.2,lightly_active,muscle_gain,24.35,Normal,28.4,50.3,61.3,8.9,25.8,74.4,4.2,17,1484,2040,250,2273,153,274,63,2710.0,32,8.0
25,Male,162.4,66.1,moderately_active,weight_gain,25.06,Overweight,19.6,53.1,59.1,7.0,26.1,68.8,2.7,8,1540,2387,350,2724,118,372,85,2810.0,38,8.0
25,Female,161.1,50.9,lightly_active,muscle_gain,19.61,Normal,23.9,38.7,53.4,-2.5,22.1,57.4,6.5,26,1220,1678,500,2154,98,306,60,2030.0,30,8.0
22,Male,169.8,57.4,moderately_active,maintain,19.91,Normal,12.8,50.1,65.8,-8.4,19.9,57.4,0.0,0,1499,2323,0,2331,76,342,73,2510.0,33,8.0
33,Male,170.5,59.2,moderately_active,maintain,20.36,Normal,15.8,49.8,66.4,-7.2,20.4,59.3,0.1,0,1477,2289,0,2290,60,353,71,2570.0,32,7.5
47,Male,168.5,64.1,very_active,muscle_gain,22.58,Normal,21.7,50.2,64.6,-0.5,25.1,71.3,7.2,29,1460,2518,350,2878,136,404,80,2990.0,40,7.5
19,Female,164.2,54.7,lightly_active,maintain,20.29,Normal,23.3,42.0,56.2,-1.5,20.3,54.7,0.0,0,1301,1789,0,1791,65,257,56,2160.0,25,8.0
34,Male,158.1,56.3,moderately_active,weight_loss,22.52,Normal,18.6,45.8,55.2,1.1,21.5,53.7,-2.6,4,1375,2131,-300,1849,125,236,45,2470.0,26,7.5
16,Female,160.2,50.6,lightly_active,weight_gain,19.72,Normal,21.9,39.5,52.6,-2.0,21.7,55.7,5.1,15,1249,1717,450,2201,81,316,68,2020.0,31,9.0
26,Female,150.1,55.8,lightly_active,maintain,24.77,Normal,30.3,38.9,45.5,10.3,24.8,55.9,0.1,0,1207,1660,0,1635,75,219,51,2200.0,23,7.5
44,Male,169.5,73.2,moderately_active,muscle_gain,25.48,Overweight,24.5,55.3,65.5,7.7,27.0,77.6,4.4,18,1572,2437,250,2662,147,352,74,3060.0,37,7.5
31,Male,172.6,66.4,sedentary,muscle_gain,22.29,Normal,17.7,54.6,68.3,-1.9,24.8,73.9,7.5,30,1575,1890,350,2231,127,291,62,2320.0,31,7.5
30,Female,158.6,49.9,moderately_active,weight_loss,19.84,Normal,25.3,37.3,51.1,-1.2,18.8,47.3,-2.6,4,1178,1826,-300,1508,118,176,37,2250.0,21,7.5
28,Female,165.1,53.9,lightly_active,muscle_gain,19.77,Normal,24.8,40.5,57.0,-3.1,22.3,60.8,6.9,28,1260,1732,500,2265,100,324,63,2140.0,32,7.5
21,Female,168.5,65.0,lightly_active,weight_loss,22.89,Normal,26.9,47.5,60.1,4.9,21.9,62.2,-2.8,4,1421,1954,-400,1558,136,168,38,2520.0,22,8.0
47,Male,186.7,82.9,lightly_active,muscle_gain,23.78,Normal,23.1,63.8,81.1,1.8,25.3,88.2,5.3,21,1759,2419,350,2750,153,364,76,3150.0,38,7.5
28,Female,161.0,57.9,sedentary,maintain,22.34,Normal,27.8,41.8,53.3,4.6,22.3,57.8,-0.1,0,1280,1536,0,1538,60,216,48,2030.0,22,7.5
25,Male,181.5,82.7,sedentary,maintain,25.1,Overweight,19.7,66.4,76.4,6.3,25.1,82.7,0.0,0,1827,2192,0,2189,85,309,68,2890.0,31,8.0
22,Female,169.8,61.5,sedentary,weight_loss,21.33,Normal,25.3,45.9,61.3,0.2,20.3,58.5,-3.0,4,1388,1666,-300,1373,121,146,34,2150.0,19,8.0
40,Female,158.1,68.2,lightly_active,muscle_gain,27.28,Overweight,36.5,43.3,50.7,17.5,28.1,70.2,2.0,8,1308,1798,150,1946,144,221,54,2640.0,27,7.5
17,Female,168.4,42.9,lightly_active,weight_gain,15.13,Severe Thinness,16.7,35.7,60.0,-17.1,18.6,52.7,9.8,28,1198,1647,700,2348,72,351,73,1750.0,33,9.0
61,Male,158.2,49.6,sedentary,weight_loss,19.82,Normal,21.6,38.9,55.3,-5.7,18.8,47.1,-2.5,4,1195,1434,-300,1200,114,121,30,1740.0,17,7.5
19,Female,162.8,73.3,moderately_active,maintain,27.66,Overweight,32.2,49.7,54.9,18.4,27.7,73.4,0.1,0,1474,2285,0,2264,82,326,70,3070.0,32,8.0
34,Male,184.4,74.2,moderately_active,weight_gain,21.82,Normal,17.8,61.0,79.0,-4.8,23.8,80.9,6.7,19,1713,2655,450,3097,118,440,96,3100.0,43,7.5
31,Male,174.6,72.6,very_active,maintain,23.81,Normal,19.5,58.4,70.1,2.5,23.8,72.6,0.0,0,1653,2851,0,2870,91,426,89,3290.0,40,7.5
28,Male,172.8,80.3,very_active,weight_gain,26.89,Overweight,22.5,62.2,68.5,11.8,27.9,83.3,3.0,9,1734,2991,350,3354,123,482,104,3560.0,47,7.5
59,Female,158.7,62.0,moderately_active,muscle_gain,24.62,Normal,37.7,38.6,51.2,10.8,26.1,65.7,3.7,15,1175,1821,250,2041,120,262,57,2670.0,29,7.5
51,Female,169.7,73.8,moderately_active,weight_loss,25.63,Overweight,37.1,46.4,61.2,12.6,23.1,66.5,-7.3,10,1378,2136,-500,1613,142,174,39,3080.0,23,7.5
60,Male,162.2,71.7,very_active,weight_gain,27.25,Overweight,30.3,50.0,58.9,12.8,28.2,74.2,2.5,7,1441,2486,350,2802,115,390,87,3260.0,39,7.5
36,Female,158.7,64.5,lightly_active,muscle_gain,25.61,Overweight,33.6,42.8,51.2,13.3,27.1,68.3,3.8,15,1295,1781,250,2023,140,240,56,2510.0,28,7.5
24,Male,179.5,77.4,sedentary,weight_loss,24.02,Normal,18.1,63.4,74.5,2.9,23.0,74.1,-3.3,5,1764,2117,-300,1839,143,216,45,2710.0,26,8.0
42,Male,176.1,80.1,lightly_active,maintain,25.83,Overweight,24.5,60.5,71.5,8.6,25.8,80.0,-0.1,0,1689,2322,0,2336,111,309,73,3050.0,33,7.5
31,Male,181.7,69.6,very_active,maintain,21.08,Normal,16.2,58.3,76.5,-6.9,21.1,69.7,0.1,0,1661,2865,0,2861,95,420,89,3190.0,40,7.5
22,Female,165.1,63.3,sedentary,weight_loss,23.22,Normal,27.5,45.9,57.0,6.3,22.2,60.5,-2.8,4,1381,1657,-400,1215,129,107,30,2220.0,17,8.0
49,Female,158.2,56.8,moderately_active,weight_loss,22.7,Normal,33.1,38.0,50.8,6.0,21.7,54.3,-2.5,4,1167,1809,-400,1437,103,178,35,2490.0,20,7.5
22,Male,177.8,70.3,sedentary,muscle_gain,22.24,Normal,15.5,59.4,73.0,-2.7,24.7,78.1,7.8,31,1687,2024,350,2363,127,315,66,2460.0,33,8.0
67,Female,151.0,39.8,sedentary,weight_loss,17.46,Underweight,31.0,27.5,45.5,-5.7,18.5,42.2,2.4,3,893,1072,-300,1200,94,141,30,1390.0,17,7.0
16,Male,160.9,54.0,moderately_active,weight_loss,20.86,Normal,12.5,47.2,57.7,-3.7,19.9,51.5,-2.5,4,1438,2229,-300,1920,117,257,47,2390.0,27,9.0
41,Female,157.3,54.2,moderately_active,muscle_gain,21.9,Normal,30.3,37.8,49.9,4.3,24.4,60.4,6.2,25,1170,1814,350,2127,113,286,59,2400.0,30,7.5
24,Male,174.5,84.1,very_active,weight_loss,27.62,Overweight,22.5,65.2,70.0,14.1,25.1,76.4,-7.7,11,1801,3107,-500,2645,167,348,65,3690.0,37,8.0
25,Female,156.1,49.9,moderately_active,weight_loss,20.48,Normal,24.9,37.5,48.9,1.0,19.5,47.5,-2.4,3,1185,1837,-300,1580,115,192,39,2250.0,22,8.0
23,Female,162.0,59.0,sedentary,muscle_gain,22.48,Normal,26.9,43.1,54.2,4.8,25.0,65.6,6.6,26,1316,1579,350,1924,111,251,53,2060.0,27,8.0
20,Female,161.4,68.4,very_active,weight_gain,26.26,Overweight,30.7,47.4,53.6,14.8,27.3,71.1,2.7,8,1417,2444,350,2755,115,380,86,3140.0,39,8.0
53,Male,161.5,51.3,very_active,maintain,19.67,Normal,19.6,41.2,58.2,-6.9,19.7,51.4,0.1,0,1261,2175,0,2201,54,343,68,2550.0,31,7.5
19,Female,157.8,50.1,very_active,weight_loss,20.12,Normal,23.1,38.5,50.4,-0.3,19.1,47.6,-2.5,4,1219,2103,-300,1818,119,236,44,2500.0,25,8.0
19,Male,180.1,81.8,moderately_active,weight_loss,25.22,Overweight,18.4,66.7,75.1,6.7,23.0,74.6,-7.2,10,1836,2846,-500,2342,191,266,57,3360.0,33,8.0
39,Female,163.9,81.9,very_active,muscle_gain,30.49,Obese I,40.2,49.0,55.9,26.0,31.3,84.1,2.2,9,1464,2525,150,2740,176,338,76,3620.0,38,7.5
24,Male,169.5,45.0,sedentary,muscle_gain,15.66,Severe Thinness,8.1,41.4,65.5,-20.5,18.7,53.7,8.7,35,1342,1610,500,2134,99,302,59,1580.0,30,8.0
16,Male,178.0,70.1,moderately_active,weight_loss,22.12,Normal,14.0,60.3,73.2,-3.1,21.1,66.9,-3.2,5,1712,2654,-300,2330,136,318,57,2950.0,33,9.0
20,Female,171.5,68.9,sedentary,muscle_gain,23.43,Normal,27.3,50.1,62.8,6.1,24.9,73.2,4.3,17,1481,1777,350,2085,149,242,58,2410.0,29,8.0
37,Female,158.5,63.3,lightly_active,muscle_gain,25.2,Overweight,33.4,42.2,51.0,12.3,26.7,67.1,3.8,15,1279,1759,250,1998,131,242,56,2470.0,28,7.5
32,Male,178.8,95.7,moderately_active,weight_loss,29.93,Overweight,27.1,69.8,73.9,21.8,27.4,87.6,-8.1,12,1903,2950,-500,2502,219,269,61,3850.0,35,7.5
66,Female,162.6,56.8,moderately_active,weight_loss,21.48,Normal,35.6,36.6,54.7,2.1,20.5,54.2,-2.6,4,1120,1736,-300,1427,116,162,35,2490.0,20,7.0
31,Female,158.1,52.5,very_active,weight_loss,21.0,Normal,26.9,38.4,50.7,1.8,20.0,50.0,-2.5,4,1198,2067,-300,1765,119,226,43,2590.0,25,7.5
38,Female,154.2,38.3,moderately_active,weight_loss,16.11,Moderate Thinness,22.7,29.6,47.1,-8.8,18.5,44.0,5.7,8,1001,1552,-300,1223,85,153,30,1840.0,17,7.5
45,Male,184.7,81.6,sedentary,weight_gain,23.92,Normal,22.9,62.9,79.2,2.4,25.4,86.6,5.0,14,1742,2090,350,2428,138,298,76,2860.0,34,7.5
39,Female,167.5,66.9,very_active,muscle_gain,23.84,Normal,32.2,45.4,59.2,7.7,25.3,71.0,4.1,16,1356,2339,350,2687,129,374,75,3090.0,38,7.5
39,Male,172.2,90.2,sedentary,muscle_gain,30.42,Obese I,29.3,63.8,67.9,22.3,31.2,92.5,2.3,9,1772,2126,150,2280,172,256,63,3160.0,32,7.5
47,Male,181.9,95.4,sedentary,weight_loss,28.83,Overweight,29.2,67.5,76.7,18.7,26.3,87.0,-8.4,12,1848,2218,-500,1714,222,112,42,3340.0,24,7.5
39,Female,164.3,73.6,sedentary,weight_loss,27.26,Overweight,36.3,46.9,56.3,17.3,24.8,66.9,-6.7,10,1397,1676,-500,1200,151,84,30,2580.0,17,7.5
23,Female,168.2,54.6,moderately_active,muscle_gain,19.3,Normal,23.0,42.0,59.8,-5.2,21.8,61.7,7.1,28,1304,2021,500,2502,116,352,70,2410.0,35,8.0
55,Female,149.6,56.2,very_active,maintain,25.11,Overweight,37.4,35.2,45.5,10.7,25.1,56.2,0.0,0,1089,1879,0,1897,72,270,59,2720.0,27,7.5
23,Male,171.3,69.9,moderately_active,weight_loss,23.82,Normal,17.7,57.5,67.1,2.8,22.8,66.9,-3.0,4,1641,2544,-300,2272,134,308,56,2950.0,32,8.0
25,Male,184.2,81.0,very_active,weight_loss,23.87,Normal,18.2,66.3,78.8,2.2,22.9,77.7,-3.3,5,1826,3150,-300,2884,154,410,70,3580.0,40,8.0
16,Male,191.2,81.8,moderately_active,maintain,22.38,Normal,14.3,70.1,85.1,-3.3,22.4,81.9,0.1,0,1916,2970,0,2943,107,422,92,3360.0,41,9.0
28,Male,171.5,78.0,very_active,weight_loss,26.52,Overweight,22.1,60.8,67.3,10.7,24.0,70.6,-7.4,11,1703,2938,-500,2401,187,280,59,3480.0,34,7.5
36,Male,171.4,64.5,lightly_active,weight_loss,21.96,Normal,18.4,52.6,67.2,-2.7,21.0,61.7,-2.8,4,1527,2100,-300,1799,152,199,44,2510.0,25,7.5
41,Male,178.4,77.8,extra_active,maintain,24.44,Normal,22.6,60.2,73.5,4.3,24.4,77.7,-0.1,0,1684,3200,0,3223,84,497,100,3720.0,45,7.5
34,Female,163.1,71.5,sedentary,weight_loss,26.88,Overweight,34.7,46.7,55.2,16.3,24.4,64.9,-6.6,9,1394,1673,-500,1200,141,94,30,2500.0,17,7.5
30,Female,164.2,78.0,sedentary,weight_loss,28.93,Overweight,36.2,49.8,56.2,21.8,26.4,71.2,-6.8,10,1475,1770,-500,1256,183,80,31,2730.0,18,7.5
48,Female,148.0,42.9,sedentary,weight_loss,19.59,Normal,29.1,30.4,45.5,-2.6,18.6,40.7,-2.2,3,982,1178,-300,1200,100,135,30,1500.0,17,7.5
46,Female,159.6,62.7,sedentary,maintain,24.62,Normal,34.7,40.9,52.0,10.7,24.6,62.7,0.0,0,1241,1489,0,1553,66,214,48,2190.0,22,7.5
33,Male,179.2,78.2,lightly_active,muscle_gain,24.35,Normal,20.6,62.1,74.3,3.9,25.8,82.9,4.7,19,1730,2379,250,2597,145,342,72,2990.0,36,7.5
61,Male,157.0,74.1,lightly_active,muscle_gain,30.06,Obese I,33.9,49.0,54.2,19.9,30.9,76.2,2.1,8,1425,1959,150,2142,141,260,60,2840.0,30,7.5
17,Female,151.3,63.9,moderately_active,weight_loss,27.91,Overweight,32.0,43.5,45.5,18.4,25.4,58.1,-5.8,8,1327,2057,-500,1547,145,156,38,2740.0,22,9.0
31,Female,150.4,46.5,lightly_active,muscle_gain,20.56,Normal,26.4,34.2,45.5,1.0,23.1,52.3,5.8,23,1097,1508,350,1841,99,246,51,1880.0,26,7.5
24,Female,164.9,57.8,very_active,muscle_gain,21.26,Normal,25.6,43.0,56.8,1.0,23.8,64.7,6.9,28,1316,2270,350,2640,114,382,73,2770.0,37,8.0
67,Male,165.4,69.8,very_active,weight_gain,25.51,Overweight,29.8,49.0,61.8,8.0,26.5,72.5,2.7,8,1412,2436,350,2780,117,384,86,3190.0,39,7.0
54,Male,165.6,71.7,moderately_active,muscle_gain,26.15,Overweight,27.6,51.9,62.0,9.7,27.0,74.0,2.3,9,1489,2308,250,2526,134,340,70,3010.0,35,7.5
29,Female,161.3,63.9,extra_active,muscle_gain,24.56,Normal,30.7,44.3,53.6,10.3,26.1,67.9,4.0,16,1335,2536,250,2785,118,405,77,3240.0,39,7.5
25,Female,153.6,47.3,sedentary,weight_loss,20.05,Normal,24.4,35.8,46.6,0.7,19.0,44.8,-2.5,4,1146,1375,-300,1200,110,125,30,1660.0,17,8.0
20,Female,163.7,74.3,extra_active,muscle_gain,27.73,Overweight,32.5,50.2,55.7,18.6,28.5,76.4,2.1,8,1485,2822,150,2971,155,401,83,3600.0,42,8.0
31,Male,189.7,63.8,sedentary,muscle_gain,17.73,Underweight,12.2,56.0,83.8,-20.0,20.7,74.5,10.7,43,1636,1963,500,2465,132,331,68,2230.0,35,7.5
49,Female,158.8,46.8,sedentary,weight_gain,18.56,Normal,28.1,33.6,51.3,-4.5,20.6,51.9,5.1,15,1071,1285,450,1725,67,243,54,1640.0,24,7.5
16,Female,149.3,53.4,lightly_active,muscle_gain,23.96,Normal,27.0,39.0,45.5,7.9,25.5,56.8,3.4,14,1221,1679,350,2052,113,272,57,2120.0,29,9.0
45,Female,158.3,55.2,moderately_active,weight_gain,22.03,Normal,31.4,37.9,50.8,4.4,23.5,58.9,3.7,11,1169,1812,350,2169,85,306,67,2430.0,30,7.5
29,Male,177.2,65.7,sedentary,weight_loss,20.92,Normal,15.6,55.5,72.5,-6.8,19.9,62.5,-3.2,5,1602,1922,-300,1581,154,154,39,2300.0,22,7.5
31,Female,163.3,66.8,lightly_active,weight_loss,25.05,Overweight,31.8,45.6,55.4,11.4,22.6,60.3,-6.5,9,1366,1878,-500,1334,137,122,33,2590.0,19,7.5
45,Female,166.0,69.4,sedentary,weight_loss,25.19,Overweight,35.2,45.0,57.8,11.6,22.7,62.6,-6.8,10,1344,1613,-500,1200,133,102,30,2430.0,17,7.5
44,Female,157.4,67.2,sedentary,muscle_gain,27.12,Overweight,37.3,42.1,50.0,17.2,27.9,69.1,1.9,8,1277,1532,150,1703,130,190,47,2350.0,24,7.5
45,Male,172.2,60.0,very_active,muscle_gain,20.23,Normal,18.4,49.0,67.9,-7.9,22.7,67.3,7.3,29,1445,2493,350,2850,109,426,79,2850.0,40,7.5
31,Female,146.3,54.2,lightly_active,muscle_gain,25.32,Overweight,32.1,36.8,45.5,8.7,26.8,57.4,3.2,13,1150,1581,250,1818,115,227,50,2150.0,25,7.5
39,Female,164.7,67.5,sedentary,weight_loss,24.88,Normal,33.4,45.0,56.6,10.9,23.9,64.8,-2.7,4,1346,1615,-400,1225,144,95,30,2360.0,17,7.5
27,Male,165.5,51.9,lightly_active,muscle_gain,18.95,Normal,12.7,45.3,61.9,-10.0,22.0,60.3,8.4,34,1393,1915,500,2440,107,350,68,2070.0,34,7.5
31,Female,162.2,57.8,sedentary,weight_loss,21.97,Normal,28.1,41.6,54.4,3.4,21.0,55.2,-2.6,4,1273,1528,-300,1233,107,134,30,2020.0,17,7.5
33,Male,168.3,74.9,sedentary,weight_loss,26.44,Overweight,23.1,57.6,64.4,10.5,23.9,67.7,-7.2,10,1630,1956,-500,1472,157,130,36,2620.0,21,7.5
23,Female,160.5,67.5,lightly_active,weight_loss,26.2,Overweight,31.3,46.4,52.8,14.7,23.7,61.1,-6.4,9,1390,1911,-500,1459,148,136,36,2610.0,20,8.0
33,Female,166.8,59.6,sedentary,weight_loss,21.42,Normal,27.9,43.0,58.5,1.1,20.4,56.8,-2.8,4,1307,1568,-300,1237,126,116,30,2090.0,17,7.5
32,Male,171.2,56.2,moderately_active,weight_loss,19.17,Normal,14.2,48.2,67.0,-10.8,18.5,54.2,-2.0,3,1451,2249,-300,1943,103,277,47,2470.0,27,7.5
67,Male,166.6,85.3,lightly_active,weight_loss,30.73,Obese I,36.1,54.5,62.9,22.4,27.7,76.9,-8.4,12,1557,2141,-600,1568,177,130,38,3240.0,22,7.0
68,Female,158.9,60.7,sedentary,muscle_gain,24.04,Normal,39.1,37.0,51.4,9.3,25.5,64.4,3.7,15,1127,1352,250,1579,116,180,44,2120.0,22,7.0
46,Female,157.1,39.0,lightly_active,muscle_gain,15.8,Severe Thinness,24.1,29.6,49.8,-10.8,18.8,46.4,7.4,30,992,1364,500,1860,76,272,52,1620.0,26,7.5
16,Male,167.9,61.0,moderately_active,maintain,21.64,Normal,13.4,52.8,64.0,-3.0,21.6,60.9,-0.1,0,1555,2410,0,2366,68,357,74,2640.0,33,9.0
56,Female,171.5,77.8,lightly_active,muscle_gain,26.45,Overweight,39.2,47.3,62.8,15.0,27.2,80.0,2.2,9,1402,1928,250,2228,149,268,62,2970.0,31,7.5
31,Male,161.9,47.9,sedentary,maintain,18.27,Underweight,12.9,41.7,58.6,-10.7,18.3,48.0,0.1,0,1313,1576,0,1565,63,218,49,1680.0,22,7.5
24,Male,178.3,72.7,sedentary,weight_loss,22.87,Normal,16.8,60.5,73.5,-0.8,21.9,69.6,-3.1,4,1707,2048,-300,1745,142,198,43,2540.0,24,8.0
42,Male,173.1,67.2,lightly_active,weight_gain,22.43,Normal,20.4,53.5,68.7,-1.5,23.9,71.6,4.4,13,1540,2118,350,2453,121,321,76,2600.0,34,7.5
32,Female,156.0,53.0,moderately_active,muscle_gain,21.78,Normal,28.1,38.1,48.8,4.2,24.3,59.1,6.1,24,1188,1841,350,2194,116,295,61,2360.0,31,7.5
55,Male,175.5,70.3,sedentary,muscle_gain,22.82,Normal,23.8,53.6,70.9,-0.6,25.3,77.9,7.6,30,1529,1835,350,2189,138,272,61,2460.0,31,7.5
17,Female,161.2,60.4,very_active,weight_loss,23.24,Normal,26.4,44.5,53.5,6.9,22.2,57.7,-2.7,4,1352,2332,-400,1886,110,258,46,2860.0,26,9.0
31,Female,168.9,60.2,lightly_active,muscle_gain,21.1,Normal,27.1,43.9,60.4,-0.2,23.6,67.3,7.1,28,1332,1832,350,2139,119,283,59,2360.0,30,7.5
34,Male,166.6,70.6,lightly_active,weight_gain,25.44,Overweight,22.1,55.0,62.9,7.7,26.4,73.3,2.7,8,1573,2163,350,2539,109,348,79,2720.0,36,7.5
25,Female,157.9,50.3,lightly_active,weight_loss,20.17,Normal,24.6,37.9,50.5,-0.2,19.2,47.9,-2.4,3,1198,1647,-300,1372,96,170,34,2010.0,19,8.0
69,Male,177.7,90.2,very_active,muscle_gain,28.56,Overweight,33.9,59.6,72.9,17.3,29.4,92.8,2.6,10,1667,2876,150,3044,188,382,85,3910.0,43,7.0
23,Female,159.8,55.0,very_active,maintain,21.54,Normal,25.7,40.9,52.2,2.8,21.5,54.9,-0.1,0,1265,2182,0,2141,60,324,67,2680.0,30,8.0
38,Female,164.3,49.0,very_active,muscle_gain,18.15,Underweight,25.1,36.7,56.3,-7.3,21.2,57.2,8.2,33,1165,2010,500,2537,95,382,70,2460.0,36,7.5
